movie_title,combination
raising cain,Steven Bauer Gabrielle Carteris Gregg Henry Brian De Palma Crime Drama Thriller
f.i.s.t.,Sylvester Stallone Peter Boyle Rod Steiger Norman Jewison Drama
invaders from mars,Louise Fletcher Bud Cort William Bassett Tobe Hooper Horror Sci-Fi
brooklyn,Julie Walters Fiona Glascott Eva Birthistle John Crowley Drama Romance
barry lyndon,Ryan O'Neal Steven Berkoff Hardy Krüger Stanley Kubrick Adventure Drama History War
out cold,Lee Majors Jason London Thomas Lennon Brendan Malloy Comedy Sport
the ladies man,Will Ferrell John Witherspoon Tim Meadows Reginald Hudlin Comedy
quartet,Luke Newberry Sheridan Smith Pauline Collins Dustin Hoffman Comedy Drama
tomcats,Shannon Elizabeth Jake Busey David Ogden Stiers Gregory Poirier Comedy
frailty,Matthew McConaughey Powers Boothe Matt O'Leary Bill Paxton Crime Drama Thriller
woman in gold,Ryan Reynolds Frances Fisher Elizabeth McGovern Simon Curtis Biography Drama History
kinsey,Liam Neeson Oliver Platt Dylan Baker Bill Condon Biography Drama
army of darkness,Patricia Tallman Bridget Fonda Embeth Davidtz Sam Raimi Comedy Fantasy Horror
slackers,Jaime King Gedde Watanabe Jim Rash Dewey Nicks Comedy Romance
what's eating gilbert grape,Johnny Depp Leonardo DiCaprio Kevin Tighe Lasse Hallström Drama Romance
the visual bible: the gospel of john,Henry Ian Cusick Alan Van Sprang Scott Handy Philip Saville Biography Drama History
vera drake,Eddie Marsan Sally Hawkins Imelda Staunton Mike Leigh Crime Drama
the guru,Michael McKean Dash Mihok Jimi Mistry Daisy von Scherler Mayer Comedy Music Romance
the perez family,Anjelica Huston Chazz Palminteri Vincent Gallo Mira Nair Comedy Drama Romance
inside llewyn davis,Justin Timberlake Max Casella Alex Karpovsky Ethan Coen Drama Music
o,Mekhi Phifer Andrew Keegan John Heard Tim Blake Nelson Drama Romance Thriller
return to the blue lagoon,Milla Jovovich Wayne Pygram Lisa Pelikan William A. Graham Adventure Drama Romance
the molly maguires,Frank Finlay Anthony Zerbe Samantha Eggar Martin Ritt Drama History
romance & cigarettes,Kate Winslet Steve Buscemi Eddie Izzard John Turturro Comedy Musical Romance
copying beethoven,Phyllida Law David Kennedy Angus Barnett Agnieszka Holland Biography Drama Music
poltergeist,Heather O'Rourke Zelda Rubinstein Craig T. Nelson Tobe Hooper Fantasy Horror
brighton rock,Sam Riley Sean Harris Geoff Bell Rowan Joffe Crime Drama Thriller
saw v,Julie Benz Costas Mandylor Scott Patterson David Hackl Horror Mystery
machine gun mccain,John Cassavetes Gena Rowlands Britt Ekland Giuliano Montaldo Crime Drama Thriller
lol,Nora Dunn Lina Esco Alix Freihage Lisa Azuelos Comedy Drama Romance
jindabyne,John Howard Deborra-Lee Furness Max Cullen Ray Lawrence Crime Drama Mystery Thriller
kabhi alvida naa kehna,Shah Rukh Khan John Abraham Preity Zinta Karan Johar Drama
an ideal husband,Minnie Driver Rupert Everett Jeremy Northam Oliver Parker Comedy Romance
the last days on mars,Romola Garai Olivia Williams Tom Cullen Ruairi Robinson Horror Sci-Fi Thriller
darkness,Lena Olin Giancarlo Giannini Francesc Pagès Jaume Balagueró Horror
2001: a space odyssey,Keir Dullea Gary Lockwood Glenn Beck Stanley Kubrick Adventure Mystery Sci-Fi
e.t. the extra-terrestrial,Henry Thomas Dee Wallace Peter Coyote Steven Spielberg Family Sci-Fi
in the land of women,Kristen Stewart Elena Anaya Dustin Milligan Jon Kasdan Comedy Drama Romance
the blue butterfly,William Hurt Marc Donato Raoul Max Trujillo Léa Pool Adventure Drama
there goes my baby,Ricky Schroder Kelli Williams Seymour Cassel Floyd Mutrux Comedy Drama
lovesick            ,Antonia Thomas Johnny Flynn Hannah Britland unknown Comedy
housefull,Arjun Rampal Boman Irani Riteish Deshmukh Sajid Khan Comedy
september dawn,Jon Gries Taylor Handley Trent Ford Christopher Cain Drama History Romance Western
for greater glory: the true story of cristiada,Santiago Cabrera Eduardo Verástegui Catalina Sandino Moreno Dean Wright Drama History War
la famille bélier,Karin Viard Eric Elmosnino François Damiens Eric Lartigau Comedy Drama Music
good will hunting,Robin Williams Matt Damon Minnie Driver Gus Van Sant Drama
misconduct,Al Pacino Anthony Hopkins Glen Powell Shintaro Shimosawa Drama Thriller
saw iii,Costas Mandylor Shawnee Smith Leigh Whannell Darren Lynn Bousman Horror Mystery
stripes,Bill Murray Harold Ramis Judge Reinhold Ivan Reitman Action Comedy War
bring it on,Kirsten Dunst Lindsay Sloane Clare Kramer Peyton Reed Comedy Sport
the purge: election year,Frank Grillo Joseph Julian Soria Mykelti Williamson James DeMonaco Action Horror Sci-Fi Thriller
she's all that,Paul Walker Clea DuVall Kieran Culkin Robert Iscove Comedy Romance
precious,Mo'Nique Gabourey Sidibe Mariah Carey Lee Daniels Drama
saw iv,Costas Mandylor Shawnee Smith Angus Macfadyen Darren Lynn Bousman Horror Mystery
white noise,Deborah Kara Unger Keegan Connor Tracy Mike Dopud Geoffrey Sax Drama Horror Mystery Thriller
madea's family reunion,Boris Kodjoe Cicely Tyson Blair Underwood Tyler Perry Comedy Drama Romance
the color of money,Tom Cruise Bill Cobbs Mary Elizabeth Mastrantonio Martin Scorsese Drama Sport
the longest day,Richard Burton Richard Beymer Eddie Albert Ken Annakin Action Drama History War
the mighty ducks,Lane Smith Shaun Weiss Elden Henson Stephen Herek Comedy Drama Family Sport
the grudge,Sarah Michelle Gellar Clea DuVall Ted Raimi Takashi Shimizu Horror Mystery Thriller
happy gilmore,Adam Sandler Kevin Nealon Frances Bay Dennis Dugan Comedy Sport
jeepers creepers,Eileen Brennan Patricia Belcher Jonathan Breck Victor Salva Horror Mystery
bill & ted's excellent adventure,Keanu Reeves George Carlin Al Leong Stephen Herek Adventure Comedy Music Sci-Fi
oliver!,Oliver Reed Ron Moody Jack Wild Carol Reed Drama Family Musical
the best exotic marigold hotel,Tom Wilkinson Penelope Wilton Celia Imrie John Madden Comedy Drama
recess: school's out,Diedrich Bader Andrew Lawrence Dabney Coleman Chuck Sheetz Animation Comedy Family Mystery Sci-Fi
mad max beyond thunderdome,Tina Turner Bruce Spence Angelo Rossitto George Miller Action Adventure Sci-Fi Thriller
commando,Bill Duke Vernon Wells Rae Dawn Chong Mark L. Lester Action Adventure Thriller
the boy,Lauren Cohan Rupert Evans Stephanie Lemelin William Brent Bell Horror Mystery Thriller
devil,Bojana Novakovic Bokeem Woodbine Geoffrey Arend John Erick Dowdle Horror Mystery Thriller
friday after next,John Witherspoon Mike Epps Katt Williams Marcus Raboy Comedy Drama
insidious: chapter 3,Lin Shaye Hayley Kiyoko Leigh Whannell Leigh Whannell Fantasy Horror Thriller
the last dragon,Mike Starr Vanity Keshia Knight Pulliam Michael Schultz Action Comedy Drama Music
snatch,Jason Statham Brad Pitt Jason Flemyng Guy Ritchie Comedy Crime
the lawnmower man,Jeff Fahey Austin O'Brien Troy Evans Brett Leonard Horror Sci-Fi
nick and norah's infinite playlist,Ari Graynor Alexis Dziena Aaron Yoo Peter Sollett Comedy Drama Music Romance
dogma,Matt Damon Janeane Garofalo George Carlin Kevin Smith Adventure Comedy Drama Fantasy
the banger sisters,Erika Christensen Eva Amurri Martino Sal Lopez Bob Dolman Comedy Drama
twilight zone: the movie,Albert Brooks Al Leong Vic Morrow Joe Dante Fantasy Horror Sci-Fi
road house,Ben Gazzara Kevin Tighe Kelly Lynch Rowdy Herrington Action Thriller
a low down dirty shame,Jada Pinkett Smith Salli Richardson-Whitfield Charles S. Dutton Keenen Ivory Wayans Action Comedy Crime
swimfan,Erika Christensen Shiri Appleby Jason Ritter John Polson Drama Thriller
employee of the month,Dane Cook Danny Woodburn Jessica Simpson Greg Coolidge Comedy Romance
can't hardly wait,Ethan Embry Lauren Ambrose Charlie Korsmo Harry Elfont Comedy Romance
the outsiders,Tom Cruise William Smith Tom Waits Francis Ford Coppola Crime Drama
pete's dragon,Bryce Dallas Howard Oona Laurence Isiah Whitlock Jr. David Lowery Adventure Family Fantasy
the dead zone,Tom Skerritt Herbert Lom Anthony Zerbe David Cronenberg Horror Sci-Fi Thriller
sinister 2,Laila Haley James Ransone Jaden Klein Ciarán Foy Horror Mystery Thriller
sparkle,Omari Hardwick Curtis Armstrong Mike Epps Salim Akil Drama Music
valentine,Marley Shelton Jessica Capshaw Johnny Whitworth Jamie Blanks Horror Mystery Thriller
the fourth kind,Milla Jovovich Will Patton Hakeem Kae-Kazim Olatunde Osunsanmi Mystery Sci-Fi Thriller
a prairie home companion,Meryl Streep Virginia Madsen Lily Tomlin Robert Altman Comedy Drama Music
sugar hill,Khandi Alexander Clarence Williams III Steve Harris Leon Ichaso Drama Thriller
invasion u.s.a.,Billy Drago Richard Lynch Eddie Jones Joseph Zito Action Thriller
roll bounce,Jurnee Smollett-Bell Brandon T. Jackson Shad Moss Malcolm D. Lee Comedy Drama Music Romance
rushmore,Bill Murray Connie Nielsen Olivia Williams Wes Anderson Comedy Drama
skyline,David Zayas Donald Faison Brittany Daniel Colin Strause Action Sci-Fi Thriller
the second best exotic marigold hotel,Tina Desai Celia Imrie Ronald Pickup John Madden Comedy Drama
kit kittredge: an american girl,Julia Ormond Jane Krakowski Willow Smith Patricia Rozema Drama Family
the perfect man,Ben Feldman Chris Noth Vanessa Lengies Mark Rosman Comedy Family Romance
mo' better blues,Denzel Washington Nicholas Turturro Charlie Murphy Spike Lee Drama Music Romance
kung pow: enter the fist,Steve Oedekerk Simon Rhee Jennifer Tung Steve Oedekerk Action Comedy
tremors,Reba McEntire Ariana Richards Michael Gross Ron Underwood Comedy Horror Sci-Fi
wrong turn,Kevin Zegers Lindy Booth Julian Richings Rob Schmidt Horror Thriller
the long riders,Dennis Quaid David Carradine Randy Quaid Walter Hill Western
the corruptor,Byron Mann Paul Ben-Victor Kim Chan James Foley Action Crime Drama Mystery Thriller
mud,Matthew McConaughey Tye Sheridan Sam Shepard Jeff Nichols Drama
reno 911!: miami,Wendi McLendon-Covey Thomas Lennon Carlos Alazraqui Robert Ben Garant Comedy Crime
one direction: this is us,Harry Styles Zayn Malik Niall Horan Morgan Spurlock Documentary Music
"the goods: live hard, sell hard",Rob Riggle Noureen DeWulf Charles Napier Neal Brennan Comedy
hey arnold! the movie,Jennifer Jason Leigh Vincent Schiavelli Paul Sorvino Tuck Tucker Adventure Animation Comedy Family
my week with marilyn,Eddie Redmayne Toby Jones Julia Ormond Simon Curtis Biography Drama
the matador,Adam Scott Philip Baker Hall Hope Davis Richard Shepard Comedy Crime Drama Thriller
love jones,Leonard Roberts Nia Long Larenz Tate Theodore Witcher Drama Romance
the gift,Busy Philipps Allison Tolman Wendell Pierce Joel Edgerton Mystery Thriller
end of the spear,Chase Ellison Chad Allen Jack Guzman Jim Hanon Adventure Drama
get over it,Mila Kunis Kirsten Dunst Carmen Electra Tommy O'Haver Comedy Romance
office space,Gary Cole Stephen Root Diedrich Bader Mike Judge Comedy
drop dead gorgeous,Kirsten Dunst Kirstie Alley Ellen Barkin Michael Patrick Jann Comedy Romance Thriller
big eyes,Christoph Waltz Danny Huston Jon Polito Tim Burton Biography Crime Drama Romance
very bad things,Jon Favreau Daniel Stern Jeanne Tripplehorn Peter Berg Comedy Crime Thriller
sleepover,Steve Carell Alexa PenaVega Hunter Parrish Joe Nussbaum Comedy Romance
body double,Melanie Griffith Dennis Franz Gregg Henry Brian De Palma Mystery Thriller
macgruber,Jasper Cole Will Forte Powers Boothe Jorma Taccone Action Comedy Romance
dirty pretty things,Sophie Okonedo Benedict Wong Sergi López Stephen Frears Crime Drama Thriller
movie 43,Hugh Jackman Kate Winslet Seth MacFarlane Elizabeth Banks Comedy
the tourist,Johnny Depp Angelina Jolie Pitt Rufus Sewell Florian Henckel von Donnersmarck Action Romance Thriller
over her dead body,Stephen Root William Morgan Sheppard Wendi McLendon-Covey Jeff Lowell Comedy Fantasy Romance
seeking a friend for the end of the world,Steve Carell Mark Moses Rob Huebel Lorene Scafaria Adventure Comedy Drama Romance Sci-Fi
cedar rapids,Kurtwood Smith Stephen Root Alia Shawkat Miguel Arteta Comedy
bones            ,Michaela Conlin T.J. Thyne Tamara Taylor unknown Comedy Crime Drama Mystery Romance
american history x,Ethan Suplee Beverly D'Angelo Stacy Keach Tony Kaye Crime Drama
the collection,Daniel Sharman Johanna Braddy Lee Tergesen Marcus Dunstan Action Horror Thriller
teacher's pet,Nathan Lane Kelsey Grammer Jerry Stiller Timothy Björklund Animation Comedy Family Fantasy Musical
the red violin,Johannes Silberschneider Clotilde Mollet Carlo Cecchi François Girard Drama Music Mystery Romance
the straight story,Sissy Spacek Richard Farnsworth Everett McGill David Lynch Biography Drama
deuces wild,Norman Reedus James Franco Frankie Muniz Scott Kalvert Action Crime Drama
bad words,Beth Grant Philip Baker Hall Patricia Belcher Jason Bateman Comedy Drama
"run, fatboy, run",Dylan Moran Iddo Goldberg India de Beaufort David Schwimmer Comedy Romance Sport
heartbeeps,Bernadette Peters Randy Quaid Christopher Guest Allan Arkush Comedy Sci-Fi
black or white,Jennifer Ehle Gillian Jacobs Jillian Estell Mike Binder Drama
on the line,Jerry Stiller Tamala Jones Dave Foley Eric Bross Comedy Family Romance
rescue dawn,Christian Bale Toby Huss François Chau Werner Herzog Adventure Biography Drama War
danny collins,Al Pacino Jennifer Garner Melissa Benoist Dan Fogelman Comedy Drama Music
"jeff, who lives at home",Judy Greer Evan Ross Rae Dawn Chong Jay Duplass Comedy Drama
i am love,Flavio Parenti Waris Ahluwalia Alba Rohrwacher Luca Guadagnino Drama Romance
atlas shrugged ii: the strike,Robert Picardo Diedrich Bader Esai Morales John Putch Drama Mystery Sci-Fi
romeo is bleeding,Gary Oldman Michael Wincott Lena Olin Peter Medak Action Crime Drama Thriller
the limey,Peter Fonda Lesley Ann Warren William Lucking Steven Soderbergh Crime Drama Mystery Thriller
crash,Don Cheadle Loretta Devine Jennifer Esposito Paul Haggis Crime Drama Thriller
the house of mirth,Eric Stoltz Anthony LaPaglia Elizabeth McGovern Terence Davies Drama Romance
malone,Cliff Robertson Tracey Walter Dennis Burkley Harley Cokeliss Action Drama Thriller
peaceful warrior,Scott Mechlowicz Tim DeKay Agnes Bruckner Victor Salva Drama Romance Sport
bucky larson: born to be a star,Don Johnson Kevin Nealon Nicholas Turturro Tom Brady Comedy
bamboozled,Gillian White Michael Rapaport Jada Pinkett Smith Spike Lee Comedy Drama Music
the forest,Eoin Macken Stephanie Vogt Gen Seto Jason Zada Horror Mystery Thriller
sphinx,Frank Langella William Hootkins John Gielgud Franklin J. Schaffner Adventure Mystery Thriller
while we're young,Naomi Watts Maria Dizzia Dree Hemingway Noah Baumbach Comedy Drama
a better life,Demián Bichir Eddie 'Piolin' Sotelo Robert Peters Chris Weitz Drama Romance
spider,Miranda Richardson John Neville Lynn Redgrave David Cronenberg Drama Mystery Thriller
gun shy,Liam Neeson Oliver Platt Mitch Pileggi Eric Blakeney Comedy Crime Romance
nicholas nickleby,Charlie Hunnam Anne Hathaway Jim Broadbent Douglas McGrath Drama Romance
the iceman,Chris Evans James Franco Robert Davi Ariel Vromen Biography Crime Drama
dekalog            ,Krystyna Janda Olaf Lubaszenko Olgierd Lukaszewicz unknown Drama
krrish,Naseeruddin Shah Rekha Sharat Saxena Rakesh Roshan Action Adventure Romance Sci-Fi
cecil b. demented,Alicia Witt Melanie Griffith Kevin Nealon John Waters Comedy Crime Thriller
killer joe,Matthew McConaughey Scott A. Martin Carol Sutton William Friedkin Crime Drama Romance Thriller
the joneses,Demi Moore Gary Cole Robert Pralgo Derrick Borte Comedy Drama
owning mahowny,Philip Seymour Hoffman Minnie Driver Maury Chaykin Richard Kwietniowski Crime Drama Thriller
the brothers solomon,Jenna Fischer Lee Majors Will Forte Bob Odenkirk Comedy
my blueberry nights,Natalie Portman Norah Jones Adriane Lenox Kar-Wai Wong Drama Romance
illuminata,Beverly D'Angelo Ben Gazzara George DiCenzo John Turturro Drama
swept away,Bruce Greenwood Jeanne Tripplehorn David Thornton Guy Ritchie Comedy Romance
"war, inc.",Bashar Rahal Sergej Trifunovic Ned Bellamy Joshua Seftel Action Comedy Thriller
shaolin soccer,Wei Zhao Karen Mok Kwok-Kwan Chan Stephen Chow Action Comedy Sport
the brown bunny,Vincent Gallo Cheryl Tiegs Anna Vareschi Vincent Gallo Drama
the swindle,Isabelle Huppert François Cluzet Michel Serrault Claude Chabrol Comedy Crime Thriller
rosewater,Numan Acar Claire Foy Haluk Bilginer Jon Stewart Biography Drama
the chambermaid on the titanic,Olivier Martinez Aitana Sánchez-Gijón Romane Bohringer Bigas Luna Drama Romance
coriolanus,Gerard Butler Ashraf Barhom Lubna Azabal Ralph Fiennes Drama Thriller War
imaginary heroes,Kip Pardue Ryan Donowho Larry Fessenden Dan Harris Comedy Drama
high heels and low lifes,Minnie Driver Danny Dyer Mary McCormack Mel Smith Action Comedy Drama
world's greatest dad,Robin Williams Daryl Sabara Henry Simmons Bobcat Goldthwait Comedy Drama
severance,Danny Dyer Toby Stephens Laura Harris Christopher Smith Comedy Horror Thriller
edmond,Joe Mantegna Dulé Hill Jeffrey Combs Stuart Gordon Drama Thriller
welcome to the rileys,Kristen Stewart Ally Sheedy Kerry Cahill Jake Scott Drama
police academy: mission to moscow,Christopher Lee Michael Winslow G.W. Bailey Alan Metter Comedy Crime
blood done sign my name,Ricky Schroder Nate Parker Lee Norris Jeb Stuart Drama
"cinco de mayo, la batalla",Jorge Luis Moreno Andrés Montiel William Miller Rafa Lara Drama History War
elsa & fred,Chris Noth Jared Gilman James Brolin Michael Radford Comedy Drama Romance
an alan smithee film: burn hollywood burn,Eric Idle Harvey Weinstein Ryan O'Neal Arthur Hiller Comedy
the open road,Jeff Bridges Justin Timberlake Ted Danson Michael Meredith Comedy Drama
the good guy,Adrian Martinez Scott Porter Aaron Yoo Julio DePietro Comedy Romance
motherhood,Stephanie Szostak Minnie Driver Anthony Edwards Katherine Dieckmann Comedy Drama
free style,Madison Pettis Corbin Bleu Sandra Echeverría William Dear Drama
